job_title,location,salary,profession,description,gender,country,salary_local,salary_usd,job_category,sub_category,job_title_norm,location_norm,profession_norm,description_norm,job_category_norm,sub_category_norm,salary_min,salary_max,salary_avg,salary_chosen,experience_years,job_title_cluster
مندوب دعاية لديه سيارة - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,nan,مبيعات خارجية وتوزيع,- مندوب دعايه - يشترط لدية سيارة لشركة نهضة مصر للنشر بالمزايا الاتيهمسئول عن توزيع كتب خارجية مجانية كدعاية للشركة.مرتب مجزى ثابتبدل سيارة + بدل بنزينعمولهتأمين اجتماعى + تأمين صحى خاص للاسرةمنح ومكافآتزيادات سنويةفرص للترقى- 3 سنوات خبرة على الأكثر- مؤهل عالي- تسويق ومبيعات,male,Egypt,7902.507,252.88022,مبيعات,مبيعات,مندوب دعايه لديه سياره - 15 مايو - القاهره,,مبيعات خارجيه وتوزيع,- مندوب دعايه - يشترط لديه سياره لشركه نهضه مصر للنشر بالمزايا الاتيهمسئول عن توزيع كتب خارجيه مجانيه كدعايه للشركه.مرتب مجزي ثابتبدل سياره + بدل بنزينعمولهتامين اجتماعي + تامين صحي خاص للاسرهمنح ومكافاتزيادات سنويهفرص للترقي- 3 سنوات خبره علي الاكثر- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,3.0,7
مسؤول مبيعات خارجية ( خبره في مجال الادوات الصحيه ) - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,nan,مبيعات خارجية وتوزيع,تقديم مقترحات المبيعات للعملاء المحتملينتقييم احتياجات العملاءبيع منتجات أو خدمات الشركةتثقيف العملاء حول المنتجات والخدماتتطوير استراتيجية مبيعات فعالةتحديد الفرص لتحسين أداء المبيعاتمراقبة أنشطة المنافسينالحفاظ على علاقات جيدة مع العملاءإجراء أبحاث السوق والصناعةالتفاوض مع العملاء الحاليين والمحتملينالحفاظ على سجلات مبيعات العملاء المحتملينحل شكاوى العملاءالتعاون مع قسم التسويق- سنة-‎5 سنوات خبرة- مؤهل عالي- تسويق ومبيعات,male,Egypt,7902.507,252.88022,مبيعات,مبيعات,مسؤول مبيعات خارجيه ( خبره في مجال الادوات الصحيه ) - 15 مايو - القاهره,,مبيعات خارجيه وتوزيع,تقديم مقترحات المبيعات للعملاء المحتملينتقييم احتياجات العملاءبيع منتجات او خدمات الشركهتثقيف العملاء حول المنتجات والخدماتتطوير استراتيجيه مبيعات فعالهتحديد الفرص لتحسين اداء المبيعاتمراقبه انشطه المنافسينالحفاظ علي علاقات جيده مع العملاءاجراء ابحاث السوق والصناعهالتفاوض مع العملاء الحاليين والمحتملينالحفاظ علي سجلات مبيعات العملاء المحتملينحل شكاوي العملاءالتعاون مع قسم التسويق- سنه-‎5 سنوات خبره- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,5.0,7
مبيعات خارجية (قطع غيار السيارات او النقل) - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,nan,مبيعات خارجية وتوزيع, سنة خبرة على الأقل- تناسب كل المؤهلات- تسويق ومبيعات,neutral,Egypt,7902.507,252.88022,مبيعات,مبيعات,مبيعات خارجيه (قطع غيار السيارات او النقل) - 15 مايو - القاهره,,مبيعات خارجيه وتوزيع,سنه خبره علي الاقل- تناسب كل المؤهلات- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,,7
مدير تسويق و مبيعات خبرة في الادوات الصحية (يمتلك سيارة) - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,nan,مبيعات خارجية وتوزيع,بحث وتحليل لإتجاهات السوق والمنافسين.الإشراف على الحملات الإعلانية.التفاوض والاتصال مع وكالات تسويقية خارجية.الاهتمام بميزانية قسم التسويق والتأكد من أن إنفاق الميزانية يحقق عائدا على الاستثمار.الإشراف على حضور الشركة للفعاليات كالمعارض التجارية والمؤتمرات والمهرجانات.إدارة تصميم وإنتاج المواد الترويجية مثل المواقع الإلكترونية والكتيبات.دراسة المؤشرات الاقتصادية وتتبع التغيرات بين العرض والطلب وتحديد العملاء واحتياجاتهم العالية والمستقبلية ومراقبة المنافسة.المشاركة مع فرق إبداعية وأصحاب مصلحة داخليين آخرين ووكالات ومورديين خارجيين.توجيه استراتيجيات وسائل التواصل الاجتماعي.مراقبة وتحسين محركات البحت.معالجة مشاكل خدمة العملاء.تحليل عوائد الإعلانات وتقديم التقارير إلى الإدارة العليا.تطوير وتنفيذ الخطة الاستراتيجية لتحقيق أهداف المبيعات وتوسيع قاعدة العملاء.التواصل مع العملاء لفهم احتياجات وأهداف أعمالهم.تطوير وتنفيذ استراتيجيات مبيعات فعالة.- 5-‎10 سنوات خبرة- مؤهل عالي- تسويق ومبيعات,neutral,Egypt,7902.507,252.88022,مبيعات,مبيعات,مدير تسويق و مبيعات خبره في الادوات الصحيه (يمتلك سياره) - 15 مايو - القاهره,,مبيعات خارجيه وتوزيع,بحث وتحليل لاتجاهات السوق والمنافسين.الاشراف علي الحملات الاعلانيه.التفاوض والاتصال مع وكالات تسويقيه خارجيه.الاهتمام بميزانيه قسم التسويق والتاكد من ان انفاق الميزانيه يحقق عائدا علي الاستثمار.الاشراف علي حضور الشركه للفعاليات كالمعارض التجاريه والمؤتمرات والمهرجانات.اداره تصميم وانتاج المواد الترويجيه مثل المواقع الالكترونيه والكتيبات.دراسه المؤشرات الاقتصاديه وتتبع التغيرات بين العرض والطلب وتحديد العملاء واحتياجاتهم العاليه والمستقبليه ومراقبه المنافسه.المشاركه مع فرق ابداعيه واصحاب مصلحه داخليين اخرين ووكالات ومورديين خارجيين.توجيه استراتيجيات وسائل التواصل الاجتماعي.مراقبه وتحسين محركات البحت.معالجه مشاكل خدمه العملاء.تحليل عوائد الاعلانات وتقديم التقارير الي الاداره العليا.تطوير وتنفيذ الخطه الاستراتيجيه لتحقيق اهداف المبيعات وتوسيع قاعده العملاء.التواصل مع العملاء لفهم احتياجات واهداف اعمالهم.تطوير وتنفيذ استراتيجيات مبيعات فعاله.- 5-‎10 سنوات خبره- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,5.0,7
اخصائي مبيعات قطع غيار سيارات (بيع بالتجزئة) (شرط الخبرة) - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,nan,مبيعات داخلية,"يشترط:- خبرة من سنة الى 3 سنوات فى مجال بيع قطع غيار السيارات بالتجزئة.- يفضل إجادة استخدام الحاسب الآلي.- مهارات العرض و التواصل والقدرة على العمل تحت ضغط.توفر الشركة:- تأمينات أجتماعية- تأمين طبى ""حكومي - خاص""- تأمين تقاعدى.- حوافز سنوية.- وثيقة تأمين على الحياة مجانا.- سنة خبرة على الأقل- مؤهل عالي- تسويق ومبيعات",male,Egypt,7902.507,252.88022,مبيعات,مبيعات,اخصائي مبيعات قطع غيار سيارات (بيع بالتجزئه) (شرط الخبره) - 15 مايو - القاهره,,مبيعات داخليه,"يشترط:- خبره من سنه الي 3 سنوات في مجال بيع قطع غيار السيارات بالتجزئه.- يفضل اجاده استخدام الحاسب الالي.- مهارات العرض و التواصل والقدره علي العمل تحت ضغط.توفر الشركه:- تامينات اجتماعيه- تامين طبي ""حكومي - خاص""- تامين تقاعدي.- حوافز سنويه.- وثيقه تامين علي الحياه مجانا.- سنه خبره علي الاقل- مؤهل عالي- تسويق ومبيعات",Sales,مبيعات,,,,7902.5068359375,3.0,7
مشرف تنسيق مبيعات داخلية (فروع و كبار عملاء) - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,nan,مبيعات داخلية,المهام والمسؤوليات الرئيسية:متابعة الفروع الخارجية:التنسيق بين إدارة المبيعات والفروع لتنفيذ الخطط البيعية الشهرية.التأكد من توفر المنتجات والعروض الترويجية بجميع الفروع.متابعة تحقيق الأهداف البيعية للفروع.إدارة كبار العملاء (Key Accounts):متابعة طلبات كبار العملاء وضمان تسليمها في المواعيد المحددة.التنسيق مع قسم التوريد لضمان توافر المنتجات المطلوبة.بناء علاقات قوية مع كبار العملاء وتعزيز مستوى رضاهم.دعم فرق البيع الخارجي:تقديم الدعم اللازم لمندوبي البيع الخارجي وتذليل العقبات التي تواجههم.التأكد من التزام الفرق بالخطط التوزيعية وأهداف التغطية.إعداد التقارير:رفع تقارير يومية وأسبوعية عن المبيعات، المشكلات، والمقترحات.تحليل بيانات المبيعات وتقديم ملاحظات لتحسين الأداء البيعي.التنسيق الداخلي:التواصل المستمر مع الأقسام الأخرى (المخازن – النقل – التحصيل) لضمان انسيابية العمليات.رفع أي ملاحظات ميدانية للإدارة لتحسين جودة الخدمة.- سنتان-‎5 سنوات خبرة- مؤهل عالي- تسويق ومبيعات,male,Egypt,7902.507,252.88022,مبيعات,مبيعات,مشرف تنسيق مبيعات داخليه (فروع و كبار عملاء) - 15 مايو - القاهره,,مبيعات داخليه,المهام والمسؤوليات الرئيسيه:متابعه الفروع الخارجيه:التنسيق بين اداره المبيعات والفروع لتنفيذ الخطط البيعيه الشهريه.التاكد من توفر المنتجات والعروض الترويجيه بجميع الفروع.متابعه تحقيق الاهداف البيعيه للفروع.اداره كبار العملاء (Key Accounts):متابعه طلبات كبار العملاء وضمان تسليمها في المواعيد المحدده.التنسيق مع قسم التوريد لضمان توافر المنتجات المطلوبه.بناء علاقات قويه مع كبار العملاء وتعزيز مستوي رضاهم.دعم فرق البيع الخارجي:تقديم الدعم اللازم لمندوبي البيع الخارجي وتذليل العقبات التي تواجههم.التاكد من التزام الفرق بالخطط التوزيعيه واهداف التغطيه.اعداد التقارير:رفع تقارير يوميه واسبوعيه عن المبيعات، المشكلات، والمقترحات.تحليل بيانات المبيعات وتقديم ملاحظات لتحسين الاداء البيعي.التنسيق الداخلي:التواصل المستمر مع الاقسام الاخري (المخازن – النقل – التحصيل) لضمان انسيابيه العمليات.رفع اي ملاحظات ميدانيه للاداره لتحسين جوده الخدمه.- سنتان-‎5 سنوات خبره- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,5.0,7
مسئول مبيعات داخلية - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,nan,مبيعات داخلية,الشركة تعمل في مجال ال Fintechالمهام المطلوبة:المعرفة بالمنتجات او الخدمة التي تقدمها الشركه.ترويج وبيع منتجات الشركة إلى العملاء الحاليين وتسجيل المعاملات البيعية في السجلات التي تحددها الشركة.جذب العملاء الجدد للتعامل مع الشركة وفقاً للسياسات التي تحددها.عرض السلع والخدمات عليهم بصورةٍ مناسبة، وتشجيعهم على زيادة الإقبال عليها.الاستماع إلى شكاوي الزبائن، وإرضاؤهم من خلال مُعالجتها وتقديم الحلول المناسبة.- سنة-‎3 سنوات خبرة- مؤهل عالي- تسويق ومبيعات,neutral,Egypt,7902.507,252.88022,مبيعات,مبيعات,مسئول مبيعات داخليه - 15 مايو - القاهره,,مبيعات داخليه,الشركه تعمل في مجال ال Fintechالمهام المطلوبه:المعرفه بالمنتجات او الخدمه التي تقدمها الشركه.ترويج وبيع منتجات الشركه الي العملاء الحاليين وتسجيل المعاملات البيعيه في السجلات التي تحددها الشركه.جذب العملاء الجدد للتعامل مع الشركه وفقا للسياسات التي تحددها.عرض السلع والخدمات عليهم بصوره مناسبه، وتشجيعهم علي زياده الاقبال عليها.الاستماع الي شكاوي الزبائن، وارضاؤهم من خلال معالجتها وتقديم الحلول المناسبه.- سنه-‎3 سنوات خبره- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,3.0,7
مسؤولين مبيعات داخلية (Switch Plus) (القاهرة) - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,nan,مبيعات داخلية,المميزات:- مرتب اساسي.- عمولة.- بدلات (على حسب الفرع).- تأمينات إجتماعيه.- تأمينات طبيه.- Career Path.طبيعه العمل:- 8 ساعات عمل و نصف ساعه راحة (2 ايام اجازة في الاسبوع).- 3 سنوات خبرة على الأكثر- مؤهل عالي- تسويق ومبيعات,neutral,Egypt,7902.507,252.88022,مبيعات,مبيعات,مسؤولين مبيعات داخليه (Switch Plus) (القاهره) - 15 مايو - القاهره,,مبيعات داخليه,المميزات:- مرتب اساسي.- عموله.- بدلات (علي حسب الفرع).- تامينات اجتماعيه.- تامينات طبيه.- Career Path.طبيعه العمل:- 8 ساعات عمل و نصف ساعه راحه (2 ايام اجازه في الاسبوع).- 3 سنوات خبره علي الاكثر- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,8.0,7
امين خزينه (خبرة فى مجال الاغذية)( القطاميه) - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,8000 - 9000 جنيه مصري,امانة صندوق,امين خزينهشيفت ثابت صباحى ثابت من الساعه 8 صباحا 4 عصرامكان العمل فرع الشركه فى القطاميه امام مرور القطاميه للنقل التجمع الثالث- سنتان-‎4 سنوات خبرة- مؤهل عالي- مالية وقانونية,male,Egypt,8500.0,272.0,مالية ومحاسبة,تأمين,امين خزينه (خبره في مجال الاغذيه)( القطاميه) - 15 مايو - القاهره,,امانه صندوق,امين خزينهشيفت ثابت صباحي ثابت من الساعه 8 صباحا 4 عصرامكان العمل فرع الشركه في القطاميه امام مرور القطاميه للنقل التجمع الثالث- سنتان-‎4 سنوات خبره- مؤهل عالي- ماليه وقانونيه,Finance And Accounting,تامين,800.0,0.0,400.0,400.0,8.0,7
مطور مكتبة إلكترونية - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,7000 - 10000 جنيه مصري,برمجة,جامعة دولية للتعليم عن بعد  تعلن عن حاجتها لـ  مطور مكتبة إلكترونية للتعاقد لمدة 3 اشهر كحد اقصىالمهام والمسؤوليات:·        تصميم وتطوير مكتبة إلكترونية موحدة تحتوي على سياسات وإجراءات العمل لجميع الأقسام الأكاديمية والإدارية في الجامعة.·        تنظيم وتصنيف الوثائق الرقمية وفقًا لمعايير الفهرسة مثل معيار مارك (MARC) ومعايير دبلن كور (Dublin Core).·        تحديد وتوثيق سياسات الحفظ والأرشفة لضمان استدامة المحتوى الرقمي.·        التعاون مع فرق تكنولوجيا المعلومات (IT) والأقسام المختلفة لضمان تكامل النظام مع الأنظمة الحالية.·        تقديم التدريب والدعم الفني للمستخدمين النهائيين لضمان الاستخدام الأمثل للمكتبة الإلكترونية.ملاحظة : يشترط على المتقدم ان يكون لديه نموذج لمكتبة اللكترونية تم العمل عليها من قبل لعرضها خلال مقابلة العمل- 5 سنوات خبرة على الأقل- دبلوم نظام ٥ سنوات (فوق متوسط)- تكنولوجيا معلومات واتصالات,neutral,Egypt,8500.0,272.0,تكنولوجيا المعلومات,تكنولوجيا المعلومات,مطور مكتبه الكترونيه - 15 مايو - القاهره,,برمجه,جامعه دوليه للتعليم عن بعد تعلن عن حاجتها لـ مطور مكتبه الكترونيه للتعاقد لمده 3 اشهر كحد اقصيالمهام والمسؤوليات:· تصميم وتطوير مكتبه الكترونيه موحده تحتوي علي سياسات واجراءات العمل لجميع الاقسام الاكاديميه والاداريه في الجامعه.· تنظيم وتصنيف الوثائق الرقميه وفقا لمعايير الفهرسه مثل معيار مارك (MARC) ومعايير دبلن كور (Dublin Core).· تحديد وتوثيق سياسات الحفظ والارشفه لضمان استدامه المحتوي الرقمي.· التعاون مع فرق تكنولوجيا المعلومات (IT) والاقسام المختلفه لضمان تكامل النظام مع الانظمه الحاليه.· تقديم التدريب والدعم الفني للمستخدمين النهائيين لضمان الاستخدام الامثل للمكتبه الالكترونيه.ملاحظه : يشترط علي المتقدم ان يكون لديه نموذج لمكتبه اللكترونيه تم العمل عليها من قبل لعرضها خلال مقابله العمل- 5 سنوات خبره علي الاقل- دبلوم نظام ٥ سنوات (فوق متوسط)- تكنولوجيا معلومات واتصالات,Technology,تكنولوجيا المعلومات,700.0,0.0,350.0,350.0,3.0,7
محاسب عملاء (خبرة فى المودرن تريد)( القطاميه) - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,8000 - 9000 جنيه مصري,حسابات,محاسب عملاء .شيفت ثابت صباحى ثابت من الساعه 8 صباحا 4 عصرامكان العمل فرع الشركه فى القطاميه امام مرور القطاميه للنقل التجمع الثالثشرط خبره فى مجال الاغذيه والمودرن تريد- سنتان-‎4 سنوات خبرة- مؤهل عالي- مالية وقانونية,neutral,Egypt,8500.0,272.0,مالية ومحاسبة,مالية ومحاسبة,محاسب عملاء (خبره في المودرن تريد)( القطاميه) - 15 مايو - القاهره,,حسابات,محاسب عملاء .شيفت ثابت صباحي ثابت من الساعه 8 صباحا 4 عصرامكان العمل فرع الشركه في القطاميه امام مرور القطاميه للنقل التجمع الثالثشرط خبره في مجال الاغذيه والمودرن تريد- سنتان-‎4 سنوات خبره- مؤهل عالي- ماليه وقانونيه,Finance And Accounting,ماليه ومحاسبه,800.0,0.0,400.0,400.0,8.0,7
محاسب عملاء (خبرة فى مجال الاغذية)( القطاميه) - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,8000 - 9000 جنيه مصري,حسابات,محاسب عملاء .شيفت ثابت صباحى ثابت من الساعه 8 صباحا 4 عصرامكان العمل فرع الشركه فى القطاميه امام مرور القطاميه للنقل التجمع الثالث- سنتان-‎4 سنوات خبرة- مؤهل عالي- مالية وقانونية,neutral,Egypt,8500.0,272.0,مالية ومحاسبة,مالية ومحاسبة,محاسب عملاء (خبره في مجال الاغذيه)( القطاميه) - 15 مايو - القاهره,,حسابات,محاسب عملاء .شيفت ثابت صباحي ثابت من الساعه 8 صباحا 4 عصرامكان العمل فرع الشركه في القطاميه امام مرور القطاميه للنقل التجمع الثالث- سنتان-‎4 سنوات خبره- مؤهل عالي- ماليه وقانونيه,Finance And Accounting,ماليه ومحاسبه,800.0,0.0,400.0,400.0,8.0,7
فرص عمل اخصائى تخطيط ( Planning Specialist ) - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,nan,اعمال لوجيستية,المهام والمسؤولياتإعداد وصيانة جداول الإنتاج الأسبوعية والشهرية بناءً على توقعات المبيعات والطاقة الإنتاجية.تحليل اتجاهات المبيعات ومستويات المخزون لتحديد الطلب المستقبلي وتعديل الخطط وفقًا لذلك.التنسيق مع فرق الشراء، والخدمات اللوجستية، والإنتاج لضمان توافر المواد والمنتجات.مراقبة مستويات المخزون والتنبيه بأي حالات نقص أو فائض محتملة.إعداد تقارير تخطيط دورية ومؤشرات الأداء الرئيسية ورفعها للإدارة.المساعدة في تحديد فرص تحسين العمليات لزيادة كفاءة سلسلة الإمداد وتقليل التكاليف.التأكد من توافق بيانات التخطيط مع أنظمة الـ ERP.متطلبات الوظيفةدرجة البكالوريوس في إدارة الأعمال أو الهندسة الصناعية أو اللوجستيات أو مجال ذي صلة.خبرة من 2 إلى 4 سنوات في مجال التخطيط أو سلسلة الإمداد، ويفضل في شركات التصنيع أو السلع الاستهلاكية (FMCG).مهارات تحليلية وتنظيمية قوية.إجادة استخدام برنامج Excel وخبرة في أنظمة ERP (مثل SAP أو Oracle).مهارات تواصل ممتازة والقدرة على العمل ضمن فريق متعدد التخصصات.إجادة اللغة العربية والإنجليزية (قراءة وكتابة وتحدثًا)- سنتان-‎4 سنوات خبرة- مؤهل عالي- اعمال ادارية,male,Egypt,10333.333,330.66666,موارد بشرية,موارد بشرية,فرص عمل اخصائي تخطيط ( Planning Specialist ) - 15 مايو - القاهره,,اعمال لوجيستيه,المهام والمسؤولياتاعداد وصيانه جداول الانتاج الاسبوعيه والشهريه بناء علي توقعات المبيعات والطاقه الانتاجيه.تحليل اتجاهات المبيعات ومستويات المخزون لتحديد الطلب المستقبلي وتعديل الخطط وفقا لذلك.التنسيق مع فرق الشراء، والخدمات اللوجستيه، والانتاج لضمان توافر المواد والمنتجات.مراقبه مستويات المخزون والتنبيه باي حالات نقص او فائض محتمله.اعداد تقارير تخطيط دوريه ومؤشرات الاداء الرئيسيه ورفعها للاداره.المساعده في تحديد فرص تحسين العمليات لزياده كفاءه سلسله الامداد وتقليل التكاليف.التاكد من توافق بيانات التخطيط مع انظمه الـ ERP.متطلبات الوظيفهدرجه البكالوريوس في اداره الاعمال او الهندسه الصناعيه او اللوجستيات او مجال ذي صله.خبره من 2 الي 4 سنوات في مجال التخطيط او سلسله الامداد، ويفضل في شركات التصنيع او السلع الاستهلاكيه (FMCG).مهارات تحليليه وتنظيميه قويه.اجاده استخدام برنامج Excel وخبره في انظمه ERP (مثل SAP او Oracle).مهارات تواصل ممتازه والقدره علي العمل ضمن فريق متعدد التخصصات.اجاده اللغه العربيه والانجليزيه (قراءه وكتابه وتحدثا)- سنتان-‎4 سنوات خبره- مؤهل عالي- اعمال اداريه,,موارد بشريه,,,,10333.3330078125,2.0,7
مصمم واجهات مواقع - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,10000 - 16000 جنيه مصري,تصميم موقع الانترنت,- 10-‎15 سنة خبرة- دبلوم نظام ٥ سنوات (فوق متوسط)- تكنولوجيا معلومات واتصالات,neutral,Egypt,13000.0,416.0,تكنولوجيا المعلومات,تكنولوجيا المعلومات,مصمم واجهات مواقع - 15 مايو - القاهره,,تصميم موقع الانترنت,- 10-‎15 سنه خبره- دبلوم نظام ٥ سنوات (فوق متوسط)- تكنولوجيا معلومات واتصالات,Technology,تكنولوجيا المعلومات,100.0,0.0,50.0,50.0,10.0,7
مندوب مبيعات - 15 مايو - القاهرة,15 مايو - الازبكية - البساتين - التبين - القاهرة,7000 - 25000 جنيه مصري,مبيعات خارجية وتوزيع,شركه كبرى فى مجال العطور ومستحضرات التجميل نظرا للتوسعاتتطلب مندوبين خبره  اوت دور فى مجال المبيعات بالقاهره الكبري وجميع المحافظات لمنتجات معروفة جدا بالسوق المصريمرتب اساسى مجزي جدا وعمولات وحوافز بالاضافة بدل انتقال ويوجد تامينات اجتماعيه- 3 سنوات خبرة على الأقل- ثانوية فنية نظام ٣ سنوات (متوسط)- تسويق ومبيعات,neutral,Egypt,16000.0,512.0,مبيعات,مبيعات,مندوب مبيعات - 15 مايو - القاهره,,مبيعات خارجيه وتوزيع,شركه كبري في مجال العطور ومستحضرات التجميل نظرا للتوسعاتتطلب مندوبين خبره اوت دور في مجال المبيعات بالقاهره الكبري وجميع المحافظات لمنتجات معروفه جدا بالسوق المصريمرتب اساسي مجزي جدا وعمولات وحوافز بالاضافه بدل انتقال ويوجد تامينات اجتماعيه- 3 سنوات خبره علي الاقل- ثانويه فنيه نظام ٣ سنوات (متوسط)- تسويق ومبيعات,Sales,مبيعات,700.0,0.0,350.0,350.0,3.0,7
